"id_jednostki","sektor","klasa","pkd","woj","jedna_zmiana"
"10867d5847bd6a184b7a36befcfae39402b89d55",0,"D","P","22",TRUE
"880e858cd19f8b06038621761791fff2e24755c8",0,"D","M","32",FALSE
"52926502dd1b0eaf0bf5836b9e47f37336e95ac6",1,"D","G","20",FALSE
"9b7fd60741f5484d35396c74c705173afe1cfe16",1,"S","K.L","08",TRUE
"f947230617f9c74a6da7fc5c4eab10552c9e035f",1,"D","C","04",TRUE
"02d82496916a023f7bfa2a20dce810329aae2da9",1,"D","C","30",FALSE
"20467c1834b4cda3207b5060664252e307a8ceed",1,"D","C","22",FALSE
"114075b28faf7a6b00285a686e44f11c2f5df310",1,"D","C","24",FALSE
"7870a033cadbdd866812f13e968545271f650ba3",1,"D","F","26",TRUE
"d3713884fe2fb5fa2d4a0bcf53f5bcb021c2c0a6",0,"D","H","12",FALSE
"9453f3bd402317e6fef2b10306ee0d5443555e78",1,"D","F","10",TRUE
"5d273277fce577dfcdafc4c744ae68fbc6ae96d4",1,"S","C","18",TRUE
"cc5f4d701afb570c45820770c11a018fd5faddf3",1,"D","C","06",TRUE
"28f1321b3323f9a00d9832a971ce6dfe5c96413a",0,"D","Q","32",FALSE
"9e053e13275cd838ae0b3ba1d069c3a0624742cc",0,"D","Q","32",TRUE
"76cd317878d312c48814be35bef6c6f9cb203c83",1,"D","F","04",TRUE
"0a15ae7716805e88e592a241a976c86c04b32cc7",0,"D","Q","02",TRUE
"02a561fa83e13c5043407abaa705a997d71b6f88",0,"D","M","02",TRUE
"5fbd588bba0f9a8fa92a3175555189a71b4f4625",1,"S","K.L","14",TRUE
"5e836b3a205fe0f7d8f416814fdabef286713d44",0,"D","Q","14",FALSE
"3539e8b9c023078430c2a8c23168befa2347a1b4",0,"D","Q","14",FALSE
"52f9edd632427278f8890562790a88aefd05d84d",1,"D","C","32",FALSE
"3eb9098232e4be954ec196958e5b2c25e0dc1eaf",1,"D","C","20",FALSE
"cef28a79724a083f707d838bf5977b3f625ad76f",1,"D","N","24",FALSE
"8a803eb669f731852a266d8ebee08876a0f11aa3",1,"D","G","14",FALSE
"7bb7bef0445c26fe00e589fbca61c556d9ba0f6c",1,"D","G","14",FALSE
"432515822052384168261d4d9bb66256d5ed0f18",0,"D","P","14",TRUE
"d4289538bad16b97beaa56e30205179c303fd1d9",1,"D","G","14",TRUE
"1665e0683d37ae1420f3707b7dddc68ca46623ea",0,"D","Q","24",FALSE
"5c00d11bbda9eac63edccae892669087f0dccb6a",0,"D","P","14",FALSE
"e5382e7d4f0453fa0f7cc0166e0778c41310715e",0,"D","H","14",FALSE
"54160a250dc156c9014b346079e839c15690a87e",1,"D","H","14",FALSE
"75b82e0bde4f8b35e7dd8e9f871c602b07eec2ac",1,"D","H","14",FALSE
"dfe672d77fdbec2a2b164df13f0082acdb87a1ce",1,"D","G","14",FALSE
"27fc5c63f740c76d531e202952825824b93de640",0,"D","O","14",TRUE
"94226d5d9832185e91be10830c2dc7cc5e423e94",1,"D","C","14",FALSE
"6409af1847429788d58b63857984ef124a729a74",1,"D","D.E","14",FALSE
"cfc2a0167066e51d3a06624a7d4952fc9cf17f9a",0,"D","C","14",FALSE
"17817246654d422a26e5594b55f7a470820cc6d8",0,"D","P","14",TRUE
"ba3132f92e2b0e0e6c044904be908a856d094a55",1,"D","I","14",FALSE
"8d69a4cbb5060df2e8cd492fcbb089060cf5403a",1,"D","K.L","14",TRUE
"ef9f6271e704927cbc9d6a89a790641ed3676929",0,"D","Q","14",TRUE
"c3f78d5c04f64c3467ebc9f2cb0708730db5afe5",0,"D","O","14",TRUE
"32bb9f145e2c5198fa3d9227978aac6b2757b35f",1,"D","N","14",FALSE
"27ee0b1bb57215675accd6c6a4e56a87fabedb6b",1,"D","G","14",FALSE
"1b0ff25c3c7285400fc3e3eb785b5219c13df092",1,"D","C","12",FALSE
"3196c54b60e94226d3dfc041ab04c5752c3f7495",1,"D","C","14",FALSE
"a953644d6221936d41351b0f922cfc0fee5928b2",1,"D","K.L","10",FALSE
"2a9fb78ca4b1c5f04e92fbd9777259330439a8bd",1,"D","C","14",TRUE
"2d05d8a3b00aa15c7e5e5651afb0d5eec00e08b3",1,"D","G","14",FALSE
"c37135d2695307b5b9d05f624ca55ecd5d6415f4",1,"S","Q","14",FALSE
"4ff815b17354088a2e01b6cb6a821277e98b39e6",1,"D","K.L","30",TRUE
"688dd5b60c960f440210a8605f1e41ab8fbb4aa3",1,"D","R.S","02",FALSE
"901fc67a5ccee7ce5931efb92f2281487b3ab23e",1,"D","N","14",TRUE
"5b60de830f87d9a133d7af833e1409f6520ef926",1,"D","D.E","14",FALSE
"384756ec1c50b14e2659e1bd3f503c67451f5c33",1,"D","M","14",FALSE
"97f4cf5b0bf7401231ad583e88a3972385184dba",1,"D","C","02",FALSE
"39c81d954765a2d1d7cf12fbfbcff664a472197b",0,"D","Q","02",FALSE
"80c61f877758a8dfb2b4d7f9592c62e58d348f8a",0,"D","R.S","02",FALSE
"727750ce80390ef727b25f0014fdb13017a786b5",0,"D","P","02",TRUE
"429a9f889cc488a855c29c248f913745ea1d3d1e",0,"D","P","02",TRUE
"30e03e33199f6b09098572f87ac4f73f2e90f61f",1,"D","J","02",TRUE
"03eb4896c83828d34b45d3c572e12420ef6364bf",1,"D","G","02",FALSE
"b14f118213affbe65fcb647800f2f58c49dd7bef",1,"D","F","02",FALSE
"6055fea34f4d333bd787238ca5b8c48213a95735",1,"D","F","02",TRUE
"b8136eeb2bbcfdbf0711cb596ce566cbbe3e9cc8",0,"S","D.E","02",TRUE
"bdc62d99b9a6509bfde4c739c25f433624193825",0,"D","K.L","02",TRUE
"774776224d58460f8d6c65717ed9ab6db689555f",0,"S","R.S","02",FALSE
"b86749b83ae23d6f9b202dfdfa6e8ac69c5babe6",1,"D","C","14",TRUE
"109e425e13a174ce3be97857752fd81fb2db9de4",1,"D","G","20",FALSE
"f1243b8adc3fc8917ab6afdbafe983d8acf0313c",0,"D","D.E","20",TRUE
"9ad22afa0903975be459175d5c27dbde057600fd",1,"D","C","20",FALSE
"8b0f4eb6f1deeedfe0dd7381c1074ad47b4ec825",1,"D","C","20",FALSE
"a79a37a1dc213105a34e86596c0c47e4b25c8410",1,"D","F","20",TRUE
"9924d5c2f9401631606e8901d3bdcbadca6e9099",1,"D","C","20",FALSE
"a8b0abf1f3853f86cff4b63a951e474161a428ea",0,"D","Q","20",FALSE
"7f3f8d1f31459242eb90b1e7da7c8a7ecac6d77b",1,"D","G","20",FALSE
"372e8187afc383ed94e0d492b456d94f20481639",1,"D","M","30",TRUE
"a852d38db5e2da0eb02b45f85fabca2e7d335ccf",1,"D","C","12",FALSE
"6647296acbd57a7effbc5bf02d09855d8f9dfcde",1,"D","F","24",TRUE
"ba3b9729efef3faef720825d5e5d26abe0d77b54",1,"D","G","14",FALSE
"5a21ef75cffb5e26e7a6836a7170a5d1602b1f72",1,"D","R.S","24",TRUE
"f59fd2b6a0dfab05bd27a6fb91f8b54d53a97689",1,"D","C","24",FALSE
"f9a275229520dbd0109f9338a88ebc7436a2f92e",0,"S","R.S","08",FALSE
"48bdc9411e268d0be3c4dd3aa074bf71ae741dcd",1,"D","C","08",FALSE
"e8bab2567bb490113ec0c674d6fd98d88cca3fce",1,"D","C","08",FALSE
"cb4e44b348f11b72da63d103bec6160fdd0b3a4c",1,"M","D.E","04",TRUE
"f9cd6e5af02b1f08689845959ebb29ac407ed752",1,"D","C","04",FALSE
"29f5bb97349e05339392618ca9db4778323b2c32",1,"D","I","04",FALSE
"955a3d25566e6111269453e2ff90c4855504e048",0,"D","Q","04",TRUE
"ab07a7b30fcfca7a28e6f86f3c16bcbce59e046a",1,"D","C","04",FALSE
"99fd25edcd44a0b91fa6abeff03d13a9dfd2ed9e",1,"D","H","04",FALSE
"44e45c91b36cba588531f337ca41b6ae8f41ffb6",1,"D","C","04",TRUE
"510bd4e1e81b5fa43c42191a4761bad2e7ff52a3",1,"D","Q","10",FALSE
"4ce85de757299f8badbf738217891c72af78b51e",1,"D","C","10",TRUE
"1d670d44c1f6288d50652bdf8a92ab7c62e1f552",1,"S","F","10",TRUE
"f633b26a34ff3f2cfd3f566711229aade150938b",1,"S","F","06",TRUE
"9cf1c14d18a1380845458de9f15f43e3b082c82c",1,"M","M","12",TRUE
"88d92920ef3d677f94e76509c0a427087e226c9b",1,"D","C","12",FALSE
"47e0ae28bfe2fbac8e0c66e59c3a7faa969b9f61",0,"D","H","12",FALSE
"7d789fcd4d3faeebe03352ea219162da0f11a155",1,"D","C","12",TRUE
"81d1218090a2f45959d4b5a953586b370a09f270",0,"S","D.E","14",TRUE
"d72ab16036f9a81df20086436a8a62908e4aab8a",1,"D","C","14",FALSE
"734b8d874871231457bb9fa160ca3553766f4135",1,"D","C","14",FALSE
"3630cc8edc0b9f98665a296baf389a770aa75085",0,"D","D.E","14",TRUE
"39ff2eebc51a7720b5dce23bc257ef222d0c4ee7",1,"D","H","14",FALSE
"efee383505c81b70f7950e4416e20cf23da5b352",1,"M","M","14",TRUE
"5eeea2ea70aada256912764bbdf3dafdfbbb808a",1,"D","K.L","14",TRUE
"6042b9549a31b70e32eb317e249d1dcb4f49e55c",1,"D","C","02",FALSE
"e51306fa3792dae136236781d0a16206b22875f2",1,"D","C","22",FALSE
"33c85bcc0aca093c3ce16aa91d074a8702cce438",1,"D","C","14",FALSE
"538e764b73bf42ce3283becb1958317aa1f6917a",0,"D","J","14",TRUE
"155c5edbce13b37f2cf47f7e80495630a07e580d",1,"D","G","14",FALSE
"2697c1b7bf2b4bdd18ab9618b762f81a28b46d99",1,"D","C","04",FALSE
"acfd839158efdf00ff1981229742dce910a783f6",1,"D","C","02",FALSE
"9cc31ca301c15bf8ab87770d737c3bed2ac319b6",0,"D","Q","14",FALSE
"4e9af115c2d5e3baa61f55ccd4c59f3950b80648",1,"S","I","14",FALSE
"9ad03e80e185469008c9f1a2da7d3ea31c22ba34",1,"D","M","14",TRUE
"ee41abcda89841cdcb33b5aca07e5494c08a1a3b",0,"D","O","24",FALSE
"97f4f013a6e70d827987080fb2ee45c1c226266a",1,"S","N","24",TRUE
"dc65b512d3c0eea06e190a4f3fc5b61e7d943fe2",1,"D","G","02",FALSE
"91e5050274134a6e1611d86480d979c65779764b",1,"D","H","16",FALSE
"9256f3925e742b3fcdb0a2303a826ddd868f2c6e",1,"D","C","16",TRUE
"2e1264c306a78a10cc5743014d87aa0e92558591",1,"M","I","28",TRUE
"9baffe6a40793893b3af96b3c4de2d989bcd6dee",0,"D","H","28",FALSE
"a32b2310b96c32bdb8c4198c7a60fada3808a1c7",1,"D","C","28",FALSE
"d6a1c81f6f1bb970a51704796a0e48e8746f0afc",1,"D","C","18",FALSE
"34cb7156b3ff64d506064befda40ef9f73b8a79a",1,"D","G","14",FALSE
"23cef835e6b33ea7e4548927c3934ba06ddd78a4",1,"S","D.E","18",FALSE
"24655967abe3b92c248ad8aea25d1d4d379b7982",1,"D","M","18",TRUE
"09eac646c27a9343597c37977ec3b9882d19d672",1,"D","C","22",FALSE
"f1f58f4d6464454be7b4ea182351734db7f28c8e",0,"D","D.E","22",FALSE
"b2088b23278c84cb99dc82744d1435f6596411d2",0,"D","D.E","32",TRUE
"df192a1eca68356c30c5a9e725896838fadf22ab",0,"S","P","22",FALSE
"19af0c34deba3ef3c33141c16b1cbf02b61a64a7",1,"D","C","22",FALSE
"d45981a1368d723e08afb6bfcb86ee6380f6ef4f",1,"D","F","22",TRUE
"188449043810a5a982a3349a4209bf128d51a76d",1,"D","N","22",FALSE
"07b126c892526f9092d2dfedbc882ce02e0bcad5",1,"S","G","22",TRUE
"52b649be6ff0a9f988827062c918dbae97e0af51",1,"M","F","22",TRUE
"ebe9f131f981c63d45e4d465eb03edd7186c5ca8",1,"D","G","22",FALSE
"f50d64b3905d6dfdf665848eda40ea6d6e9fcf03",1,"D","H","22",FALSE
"eeed5e3ec7baab4e63c1eb277acf08f6adf95156",0,"D","K.L","22",TRUE
"a62bc4a6d3a18503623cbe0958b228da498ad077",0,"D","D.E","22",TRUE
"3d0fa038d63c4b6acfc3fa754eb6dc10df88d796",0,"S","K.L","20",TRUE
"2e9c18dafd409f67d80d3489f3b13ad8a56d7a28",1,"S","N","20",TRUE
"c7d86a180f216f3f285106af14aa4818519b2184",0,"D","D.E","08",FALSE
"0ea0cc5d33e61c3a95286054aeb821ace720271c",0,"D","Q","08",TRUE
"c79b45291dc2f43c5239e6c425b27dc8ae41a417",0,"S","Q","08",FALSE
"8dce9df3d2d1f2f19f8ed4accbe908bc425984e2",1,"D","C","08",FALSE
"b7dfa8757495bb00fda6556521cb5aa01fd2a133",1,"D","C","08",FALSE
"d5cbb733667cafa1c99ab4556f47e89c5b9904af",1,"D","I","22",FALSE
"8b18466f0651e7d4b9a5b3c7d6a39a147948dcb7",1,"D","C","28",FALSE
"746764814ab86d9daf4519cecb545c2c536ee165",0,"D","R.S","22",TRUE
"18a27fcedc05cc7a0f90d4e66ae1f96d59666a29",1,"D","I","22",FALSE
"c7abb8b5f4ac3ce30123d2fd7fe41c641e5682c7",1,"D","C","02",FALSE
"c11aad7a23b30fa37a1c6a5786ab159b239a2dc9",1,"D","C","18",FALSE
"5d0e936ebd14abb6c28b400a40f4afd370a3ee8b",0,"D","M","24",TRUE
"c64f5ad28fc266b6b4bc06efe65b7f46daa3d7ce",1,"D","G","24",FALSE
"c59bc0c2c2e4346570d73a9136680b8f48607ade",1,"D","N","24",TRUE
"1a817e8d7c32351441bd4b3f3093e38e1cd488fe",0,"D","Q","24",TRUE
"1a7b7ccd1ba4e5c3136859a5abc1df42bdcf54f2",1,"D","F","24",TRUE
"f6124dc606a8d0435a51a9fd812b43fccb0fbe5f",1,"D","N","24",FALSE
"80fc93d604fd5176e2c98b04e6b347ae9a3b51c1",1,"D","G","24",FALSE
"01fbb726bff1c50d381e9100b01d7142a238cd1d",1,"D","N","24",TRUE
"94948d4874a0328ccb853cb4428bbbfa2624495d",1,"S","F","30",TRUE
"2caf467abf1bddf12cb4155c80678475d18e126a",1,"D","F","30",TRUE
"e860dd25c9f050079611e2cf3c8a54d5eb1fb389",1,"D","C","30",FALSE
"504fe0c94d25157c94a88255d488a844075827d6",1,"D","C","06",FALSE
"33910eeecf625a9cdebfe684ab7bf70aa6bd0eb0",1,"D","C","26",TRUE
"884c4b2d74d5afa1b3148685492261e773391cd8",1,"S","M","26",TRUE
"2844ac02742625cbf375bcf2facc34e36df92ada",1,"D","K.L","24",TRUE
"5288841d8f57338037d41f329577c68a9e754e7e",0,"D","D.E","24",FALSE
"a1ccf7914ce1fe1177834bef63ed79985fd82122",1,"D","C","24",FALSE
"856473d878347c63991fbceed17f10893e338b22",1,"D","F","24",TRUE
"c62639fa768d08ec41a070d0c512e628346239c0",1,"D","G","24",TRUE
"88d2980a57975d4b027e018898d2024c5a499292",0,"D","N","24",TRUE
"1241b17c4a4a329eb91d6954060cbeac07e4d488",1,"D","C","24",TRUE
"3308a0711f8ab279c9171d7a4313cd36258648c7",1,"D","K.L","24",FALSE
"4df94f4fa7f13605e32d82101af7f7fdfff034d3",1,"D","F","24",TRUE
"45bbb4467d8fcdb28777c37b9c9495d546b99b61",0,"D","D.E","24",TRUE
"1d093d2f7a9cf47ecfdf4cedbb8bb86c168444c2",1,"D","G","24",FALSE
"6d8712fc6cfbb27ad28688507ff1c69c0ec0c778",0,"D","I","24",FALSE
"c2639fef7288e068f0f482b64b01400b23722a3e",1,"M","G","24",TRUE
"90eef2062dde555c3ac2177d0e1e2d5a03a5ee89",1,"D","C","24",FALSE
"a250ac23af9c06f0f0e882d0eddb1bb49a4dfe89",0,"D","H","24",FALSE
"a1f20a536563ea6d784aaa402d4e20735245a53a",0,"D","C","24",TRUE
"281d80bf3c57445979c81f42a66c9d5dc06aff5e",0,"D","Q","24",FALSE
"d2d75e67917a2813aefd22e14487a3de2f2c5313",0,"S","Q","24",TRUE
"3e8cad845e8d4bbc6cefe674d599e879c0060915",0,"D","Q","24",TRUE
"fc699f264d1b2bd3d5eb5bc5777a012630bb0161",1,"D","C","24",FALSE
"e0adeacc6b53c642fd79c6b33bd1b94824d0d108",1,"D","F","24",TRUE
"f41ebf8eb7db01e480a5f494e55077198d2c1953",1,"D","N","24",FALSE
"6e72b9ed6f035a9c553195f63145e9bd161cd771",0,"D","D.E","24",TRUE
"ac7f147875ec005f44c4da2a17576eacb0176d10",0,"D","D.E","28",FALSE
"855b9258eae18331aa55f70e4113bccb0b0d6654",1,"D","C","28",FALSE
"363d8aa41720d13e2483e8c8337bfeb3b3d17870",1,"D","C","26",TRUE
"74cf0489c68244028a2a0611046222d2ef7051a3",1,"S","C","26",FALSE
"ec90834ee7c9fb20247361af3080342d3ec4a1fa",1,"D","J","26",FALSE
"5eaec0dd678f77e0634fdfb6841815d56ec6ea8e",1,"D","N","26",FALSE
"f4ec39ad37d73dd10edc4f5f052a4a4dd2b7b51f",1,"D","D.E","26",TRUE
"ba474e2a9638442738dfc36c316b28f186a4d0f9",1,"D","M","30",TRUE
"cff5641f80c4a8b681468dfa23bdb454b9c74d02",1,"D","C","30",FALSE
"dbdf58d8441191e0af22b5dcf186a976a48421e0",1,"D","N","30",FALSE
"685437195cc6947f3f397a6ee864fc0cf957c8bc",1,"D","C","30",TRUE
"9cc0c3a614545b8e38424e7047430e116cfd01dd",1,"D","Q","02",FALSE
"4209d943a628c1947300a274aebc5bac0a23b217",1,"D","C","30",FALSE
"8b3b9cb6edff39f38ae77b83e695bc660caf6d03",1,"D","G","30",FALSE
"48801e2cc1f4f92ac465bbc9d85af96d8d914587",1,"D","N","14",FALSE
"7d18604d63a99379533ba576b2fa0cd107902d3d",1,"D","H","32",TRUE
"460f0fec84fc15eaef905abd1c047af93a6b0833",0,"D","R.S","32",FALSE
"ef9d04af08f18473f489ebe0acf5549b6378ed9f",0,"D","P","32",FALSE
"a91925f942227082525462bbbb713e50357ceb74",0,"D","Q","32",FALSE
"07449a0f39a02f6d2a00f0b871c00272e7bca63e",0,"D","H","32",FALSE
"c87011e96553ada5900c422f00f6b447ca16f5ca",0,"D","R.S","32",FALSE
"1cfc0274d9870dc82f09dc95b093072a2f421759",1,"D","C","32",TRUE
"8c7f1f6c2891fd12bc98338f3bd5f68b0f64b490",0,"D","Q","32",FALSE
"3a9091da15cfa02608215fce148785d5cf1cc58a",0,"D","Q","04",FALSE
"d8cda74b26ee20e0bac9a863f5561cc55affdfc3",1,"D","C","04",FALSE
"605d2462ab8221cb08fd9e94246e3c83014a3921",1,"D","C","04",TRUE
"d4a5fc591d89d6bc57da87366585297261f3c6b2",1,"D","C","12",FALSE
"31c398c85195b7894e0d2b23b6fd198768fa2e02",1,"D","C","12",TRUE
"b2ede2d7dcf83c1c001d54755beae4a572d0f9fc",1,"D","N","14",TRUE
"85c806ecd393e71d1889132e1927a76a2c47aae4",1,"D","G","12",FALSE
"fe88516bb28915d8dab40c3b108fcb4dc98885a2",1,"D","C","30",FALSE
"f3e994810f566a2da7b96ad838cb647d5471f0e4",1,"D","C","02",FALSE
"37f4c41444c0bef6da77dae6c20b4d609939b6e3",1,"S","N","24",FALSE
"3a29eac950382a7c4c471a5a0974ae83c071059e",0,"S","R.S","20",FALSE
"0229c8ad217d4ee879bce8c6961f78e38c26e015",1,"D","N","24",TRUE
"8457c58efa1182b1a9d16f7fd4473917a8b5d058",0,"D","P","14",FALSE
"5c5327bd4e8938c232b72332820068c808866f44",1,"D","I","24",FALSE
"31aa3f74ccf69007f60e6a7bc6699399720f980e",0,"D","P","14",TRUE
"82ee6ac089cb383e19974eb174bc55dc90b426bc",1,"D","M","30",TRUE
"65649ead92d82a65c84331318491122733ccd6bd",0,"S","M","24",FALSE
"ea5231648bb62019dcd5c543c238e011b48c255d",1,"S","K.L","10",TRUE
"5290604ff3b3c0759038f8562bf0b125437369a8",1,"D","F","24",TRUE
"2651244f7aefd8ed9ea35583823c7036cd75d5a3",1,"D","G","22",FALSE
"04f48d2a618be643f1e0222720f489b06a5f0bf6",0,"D","D.E","12",TRUE
"c3be11d0c7648fc490de6c633f4c511ece4a428c",1,"D","C","14",FALSE
"b06aed85a2aec82cfcb5d94acdaba51c5ac459b6",1,"D","I","02",TRUE
"89af2e2f71828f2e9ce4ef84c7c457fa1e9e1498",1,"D","K.L","14",TRUE
"7cc5b434e643a5d8315524739cf213041f145aba",1,"D","C","30",FALSE
"fe234f2bd050631de1ec91ae3eb8db893002e6de",0,"D","D.E","02",FALSE
"7a74c31fbc68ce1b1e8e9c20551883e5be4cc590",1,"D","C","22",FALSE
"ac37e1523db5d6a43c93840e7fe73361f8cb9b83",1,"D","G","06",TRUE
"dff843650fd85f9905b37ccf87305db7b3728c05",1,"D","C","18",FALSE
"376ed66c4d99925684f08dc99296be7fc6170e60",0,"D","D.E","18",TRUE
"7d10573d6d01bf462ff0672a4e0e3ccc89bb7d6b",1,"D","N","14",FALSE
"26411e0acf3facd3d1a569bf56121a90cc7671d7",1,"D","C","18",TRUE
"d1bba6c3baf72c5bc4d67da92926bd202929dca1",1,"D","D.E","18",TRUE
"8b96dcae6dc88771489aa36da8740894955696c9",0,"M","Q","24",FALSE
"f49ef7a663906de958e2af0132d96dd721847263",1,"D","G","02",FALSE
"f8ff46e5e0159e09c238ed04431f6c86d3bdbadc",1,"D","I","02",FALSE
"c6be84f10019b929b55b1333fc9a90a462491071",0,"D","D.E","02",TRUE
"70ddeca528c11c846d4f23d5e6d464903d5e5751",1,"D","N","02",FALSE
"1587a5be1faf9d49f92edafcfe840e2d47a2ea26",1,"D","C","02",FALSE
"6c72ae60d405ad99591250eb9b2e702e54b3af30",1,"D","C","02",TRUE
